CustomerId	CustomerHomeAddress	CustomerCity	CustomerState	CustomerCountry	CustomerZipCode
CM-2115	8551 Whitfield Ave	Samarinda	Kalimantan Timur	Indonesia	23517
EA-14035	8650 Madison Blvd	Vijayawada	Andhra Pradesh	India	23520
FH-14350	145 Kelley Blvd	Bandirma	Balikesir	Turkey	23523
BS-1800	1970 S University Blvd	Bandung	Jawa Barat	Indonesia	23526
AA-10375	6350 Cottage Hill Road	Whyalla	South Australia	Australia	23529
BN-11515	101 South Beltline Highway	Gagnoa	Fromager	Cote d'Ivoire	23532
EG-3900	2500 Dawes Road	Tegucigalpa	Francisco Morazán	Honduras	23535
RE-19405	5245 Rangeline Service Rd	Villiers-le-Bel	Ile-de-France	France	23538
ND-18460	685 Schillinger Rd	Brampton	Ontario	Canada	23541
TT-21460	3371 S Alabama Ave	Columbia	Maryland	United States	23544
ML-18040	10710 Chantilly Pkwy	Tlaquepaque	Jalisco	Mexico	23547
JL-5505	3801 Eastern Blvd	Saint-Denis	Ile-de-France	France	23550
SP-20545	6495 Atlanta Hwy	Depok	Jawa Barat	Indonesia	23553
SF-10065	851 Ann St	Mangalore	Karnataka	India	23556
AS-10045	15445 Highway 24	Sancti Spíritus	Sancti Spíritus	Cuba	23559
TT-11220	517 West Avalon Ave	Johannesburg	Gauteng	South Africa	23562
AH-10195	5710 Mcfarland Blvd	Shenzhen	Guangdong	China	23565
KH-6630	2453 2Nd Avenue East	Villa Nueva	Guatemala	Guatemala	23568
AA-10645	2900 Pepperrell Pkwy	Indaial	Santa Catarina	Brazil	23571
JL-15130	92 Plaza Lane	Bergen	Hordaland	Norway	23574
KM-6375	1537 Hwy 231 South	Riyadh	Ar Riyad	Saudi Arabia	23577
LS-16975	2181 Pelham Pkwy	Newcastle	New South Wales	Australia	23580
KL-16645	165 Vaughan Ln	Lahore	Punjab	Pakistan	23583
EH-14185	3700 Hwy 280-431 N	Los Angeles	California	United States	23586
KW-6570	1903 Cobbs Ford Rd	Mixco	Guatemala	Guatemala	23589
DB-3060	4180 Us Hwy 431	London	England	United Kingdom	23592
FA-14230	13675 Hwy 43	Lucerne	Lucerne	Switzerland	23595
JF-15565	1095 Industrial Pkwy	Lakewood	New Jersey	United States	23598
LO-7170	24833 Johnt Reidprkw	Fernando de la Mora	Central	Paraguay	23601
KB-6315	1501 Hwy 14 East	Noblesville	Indiana	United States	23604
BS-11755	7855 Moffett Rd	Malayer	Hamadan	Iran	23607
RB-19465	150 Springville Station Blvd	Bundaberg	Queensland	Australia	23610
HF-14995	690 Hwy 78	Bochum	North Rhine-Westphalia	Germany	23613
MP-17965	41301 US Hwy 280	Mbuji-mayi	Kasai-Oriental	Democratic Republic of the Congo	23616
JJ-15445	214 Haynes Street	Gwalior	Madhya Pradesh	India	23619
LC-17140	1300 Gilmer Ave	Luoyang	Fujian	China	23622
TT-11070	34301 Hwy 43	Southend-on-Sea	England	United Kingdom	23625
BF-11020	1420 Us 231 South	Thionville	Lorraine	France	23628
ES-14080	1501 Skyland Blvd E	San Francisco	California	United States	23631
FC-14335	3501 20th Av	Srinagar	Jammu and Kashmir	India	23634
TS-21160	1300 Montgomery Highway	Villa Nueva	Guatemala	Guatemala	23637
RE-9450	4538 Us Hwy 231	Chicago	Illinois	United States	23640
JC-15340	2575 Us Hwy 43	Gold Coast	Queensland	Australia	23643
MH-17785	4180 Us Hwy 431	Thiruvananthapuram	Kerala	India	23646
RF-19840	13675 Hwy 43	Allahabad	Uttar Pradesh	India	23649
PG-18820	1095 Industrial Pkwy	Bekasi	Jawa Barat	Indonesia	23652
DO-13645	24833 Johnt Reidprkw	Jakarta	Jakarta	Indonesia	23655
SC-10305	1501 Hwy 14 East	Daloa	Haut-Sassandra	Cote d'Ivoire	23658
TN-21040	7855 Moffett Rd	Saltillo	Coahuila	Mexico	23661
DR-12880	150 Springville Station Blvd	Anaheim	California	United States	23664
EB-3975	690 Hwy 78	Madrid	Madrid	Spain	23667
NS-8505	41301 US Hwy 280	Woking	England	United Kingdom	23670
SF-20065	214 Haynes Street	Baguio City	Cordillera	Philippines	23673
RA-19285	1300 Gilmer Ave	Gorakhpur	Haryana	India	23676
LT-17110	34301 Hwy 43	Morristown	New Jersey	United States	23679
BF-11170	1420 Us 231 South	Indianapolis	Indiana	United States	23682
AR-825	1501 Skyland Blvd E	Bangkok	Bangkok	Thailand	23685
SD-20485	3501 20th Av	Shanghai	Shanghai	China	23688
GW-4605	1300 Montgomery Highway	Mianyang	Sichuan	China	23691
DB-13120	4538 Us Hwy 231	Magnitogorsk	Chelyabinsk	Russia	23694
JC-5775	2575 Us Hwy 43	Santo Domingo	Santo Domingo	Dominican Republic	23697
ND-8460	301 Massachusetts Ave	Varanasi	Uttar Pradesh	India	23700
TC-11295	780 Lynnway	Serra	Espírito Santo	Brazil	23703
DM-2955	70 Pleasant Valley Street	Florence	Tuscany	Italy	23706
PJ-9015	830 Curran Memorial Hwy	Chennai	Tamil Nadu	India	23709
JH-5820	1470 S Washington St	Raleigh	North Carolina	United States	23712
ME-18010	506 State Road	Adelaide	South Australia	Australia	23715
AH-10690	742 Main Street	Pescara	Abruzzi	Italy	23718
RD-19660	72 Main St	New York City	New York	United States	23721
CD-1980	200 Otis Street	Warwick	Rhode Island	United States	23724
CL-2565	180 North King Street	Lahore	Punjab	Pakistan	23727
MO-7800	555 East Main St	New York City	New York	United States	23730
CR-2580	555 Hubbard Ave-Suite 12	Kuala Lumpur	Kuala Lumpur	Malaysia	23733
TC-10980	300 Colony Place	Kuantan	Pahang	Malaysia	23736
RD-9900	301 Falls Blvd	Chittagong	Chittagong	Bangladesh	23739
CS-12250	36 Paramount Drive	Monclova	Coahuila	Mexico	23742
CH-12070	450 Highland Ave	São Paulo	São Paulo	Brazil	23745
JF-15355	1180 Fall River Avenue	Jakarta	Jakarta	Indonesia	23748
AS-135	1105 Boston Road	New York City	New York	United States	23751
SP-20620	100 Charlton Road	Worthing	England	United Kingdom	23754
EC-14050	262 Swansea Mall Dr	Mixco	Guatemala	Guatemala	23757
IG-5085	333 Main Street	Paris	Ile-de-France	France	23760
TB-21355	550 Providence Hwy	Lençóis Paulista	São Paulo	Brazil	23763
MH-17620	352 Palmer Road	Coffs Harbour	New South Wales	Australia	23766
GT-14755	3005 Cranberry Hwy Rt 6 28	Lublin	Lublin	Poland	23769
DF-13135	250 Rt 59	Baghdad	Baghdad	Iraq	23772
AS-240	141 Washington Ave Extension	San Severo	Apulia	Italy	23775
PG-8820	13858 Rt 31 W	San Luis	San Luis	Argentina	23778
JS-6030	2055 Niagara Falls Blvd	Guangzhou	Guangdong	China	23781
SS-20590	101 Sanford Farm Shpg Center	Tiruppur	Tamil Nadu	India	23784
CS-2490	297 Grant Avenue	Newark	Ohio	United States	23787
CM-2715	4133 Veterans Memorial Drive	San Luis Potosí	San Luis Potosí	Mexico	23790
BM-1140	6265 Brockport Spencerport Rd	Chicago	Illinois	United States	23793
RD-19720	5399 W Genesse St	Brisbane	Queensland	Australia	23796
LD-17005	3191 County rd 10	Le Chesnay	Ile-de-France	France	23799
EB-3705	30 Catskill	New York City	New York	United States	23802
RH-19555	161 Centereach Mall	Prague	Prague	Czech Republic	23805
JP-6135	3018 East Ave	Lansing	Michigan	United States	23808
PB-9210	100 Thruway Plaza	Whyalla	South Australia	Australia	23811
LC-16960	8064 Brewerton Rd	Dieppe	Upper Normandy	France	23814
JC-15385	5033 Transit Road	Gap	Provence-Alpes-Côte d'Azur	France	23817
IL-15100	3949 Route 31	San Francisco	California	United States	23820
SW-10245	139 Merchant Place	Redlands	California	United States	23823
CP-2340	85 Crooked Hill Road	Shuangcheng	Heilongjiang	China	23826
NS-18640	872 Route 13	Shenzhen	Guangdong	China	23829
TR-21325	279 Troy Road	Bangui	Bangui	Central African Republic	23832
NF-8385	2465 Hempstead Turnpike	Hastings	Hawke's Bay	New Zealand	23835
TZ-21580	6438 Basile Rowe	Oakland	California	United States	23838
TB-11055	25737 US Rt 11	Los Angeles	California	United States	23841
AJ-10795	901 Route 110	Irapuato	Guanajuato	Mexico	23844
GH-14485	2400 Route 9	Xinyi	Guangdong	China	23847
AG-10300	10401 Bennett Road	Marseille	Provence-Alpes-Côte d'Azur	France	23850
EH-3945	1818 State Route 3	Beijing	Beijing	China	23853
JD-6150	4300 Lakeville Road	Bhilwara	Rajasthan	India	23856
KH-16360	990 Route 5 20	San Francisco	California	United States	23859
JB-6045	311 RT 9W	Antwerp	Antwerp	Belgium	23862
AH-585	200 Dutch Meadows Ln	Seattle	Washington	United States	23865
MS-7530	100 Elm Ridge Center Dr	Springfield	Virginia	United States	23868
HA-14905	1549 Rt 9	Newcastle	New South Wales	Australia	23871
JG-15310	5360 Southwestern Blvd	Orange	New South Wales	Australia	23874
CD-1920	103 North Caroline St	Barcelona	Catalonia	Spain	23877
TC-21535	1000 State Route 36	Napier	Hawke's Bay	New Zealand	23880
PB-9105	1400 County Rd 64	Torreón	Coahuila	Mexico	23883
AR-10405	135 Fairgrounds Memorial Pkwy	Noda	Chiba	Japan	23886
NK-18490	2 Gannett Dr	Porto-Novo	Ouémé	Benin	23889
MG-7695	233 5th Ave Ext	Puebla	Puebla	Mexico	23892
AJ-10945	601 Frank Stottile Blvd	New York City	New York	United States	23895
RS-19420	350 E Fairmount Ave	Outreau	Nord-Pas-de-Calais	France	23898
SC-20770	4975 Transit Rd	Burlington	Vermont	United States	23901
LM-17065	579 Troy-Schenectady Road	León	León	Nicaragua	23904
DP-13000	5783 So Transit Road	Muskogee	Oklahoma	United States	23907
RD-9660	7155 State Rt 12 S	Bourg-en-Bresse	Rhône-Alpes	France	23910
LB-16735	425 Route 31	Mulhouse	Alsace	France	23913
MZ-17515	3222 State Rt 11	Columbia	Maryland	United States	23916
ER-3855	200 Sunrise Mall	Geelong	Victoria	Australia	23919
MS-17710	43 Stephenville St	Americana	São Paulo	Brazil	23922
LC-6960	750 Middle Country Road	Melbourne	Victoria	Australia	23925
GZ-14545	470 Route 211 East	Kashan	Esfahan	Iran	23928
JK-5625	3133 E Main St	Gold Coast	Queensland	Australia	23931
JJ-15760	288 Larkin	Sunbury	Victoria	Australia	23934
CA-2265	41 Anawana Lake Road	Guangzhou	Guangdong	China	23937
CC-2220	4765 Commercial Drive	Herford	North Rhine-Westphalia	Germany	23940
KL-6555	1201 Rt 300	Chesapeake	Virginia	United States	23943
CS-2175	255 W Main St	Cairns	Queensland	Australia	23946
KL-16555	120 Commercial Parkway	L'viv	L'viv	Ukraine	23949
RD-9810	1400 Farmington Ave	Oslo	Oslo	Norway	23952
AJ-945	161 Berlin Road	New York City	New York	United States	23955
CC-2685	67 Newton Rd	Geelong	Victoria	Australia	23958
LO-17170	656 New Haven Ave	Arbil	Arbil	Iraq	23961
DE-13255	69 Prospect Hill Road	Philadelphia	Pennsylvania	United States	23964
RF-9345	150 Gold Star Hwy	Des Moines	Washington	United States	23967
SC-20020	900 Boston Post Road	Brisbane	Queensland	Australia	23970
DW-13585	2300 Dixwell Ave	Bradford	England	United Kingdom	23973
EM-4065	495 Flatbush Ave	San Pedro de Macorís	San Pedro de Macorís	Dominican Republic	23976
TD-20995	180 River Rd	Estelí	Estelí	Nicaragua	23979
BD-11320	420 Buckland Hills Dr	London	England	United Kingdom	23982
CW-11905	1365 Boston Post Road	Matagalpa	Matagalpa	Nicaragua	23985
CK-2325	1100 New Haven Road	San Sebastian	Basque Country	Spain	23988
BP-11095	315 Foxon Blvd	Schiltigheim	Alsace	France	23991
DV-3465	164 Danbury Rd	Paris	Ile-de-France	France	23994
MY-7380	3164 Berlin Turnpike	Milwaukee	Wisconsin	United States	23997
PB-9150	474 Boston Post Road	Depok	Jawa Barat	Indonesia	24000
AG-10390	650 Main Ave	Consolación del Sur	Pinar del Río	Cuba	24003
KW-16570	680 Connecticut Avenue	Tangier	Tanger-Tétouan	Morocco	24006
JF-5190	220 Salem Turnpike	Oruro	Oruro	Bolivia	24009
GB-14575	655 Boston Post Rd	Munich	Bavaria	Germany	24012
MR-7545	625 School Street	Malegaon	Maharashtra	India	24015
MO-17950	80 Town Line Rd	Euskirchen	North Rhine-Westphalia	Germany	24018
TA-11385	465 Bridgeport Avenue	Sakai	Gunma	Japan	24021
JM-5655	235 Queen St	Celle	Lower Saxony	Germany	24024
JS-5880	150 Barnum Avenue Cutoff	Kota Kinabalu	Sabah	Malaysia	24027
HP-14815	970 Torringford Street	Blagoveshchensk	Amur	Russia	24030
CS-12400	844 No Colony Road	Tijuana	Baja California	Mexico	24033
DE-3255	910 Wolcott St	Philadelphia	Pennsylvania	United States	24036
JD-6015	155 Waterford Parkway No	Delhi	Delhi	India	24039
CR-2730	515 Sawmill Road	Tianjin	Tianjin	China	24042
RC-9960	2473 Hackworth Road	Hyderabad	Telangana	India	24045
AO-10810	630 Coonial Promenade Pkwy	Kota Kinabalu	Sabah	Malaysia	24048
TB-11250	2643 Hwy 280 West	Villeneuve-Saint-Georges	Ile-de-France	France	24051
RA-9285	540 West Bypass	London	England	United Kingdom	24054
MG-8205	5560 Mcclellan Blvd	Takasaki	Gunma	Japan	24057
MY-8295	1450 No Brindlee Mtn Pkwy	Houston	Texas	United States	24060
SR-20425	1011 US Hwy 72 East	London	England	United Kingdom	24063
BT-1530	973 Gilbert Ferry Road Se	San Salvador	San Salvador	El Salvador	24066
LS-7245	1717 South College Street	Khorramabad	Lorestan	Iran	24069
AB-10255	701 Mcmeans Ave	Doha	Ad Dawhah	Qatar	24072
TH-21115	750 Academy Drive	Bhilai	Chhattisgarh	India	24075
LC-6885	312 Palisades Blvd	Santa Barbara	California	United States	24078
AC-660	1600 Montclair Rd	Shouguang	Shandong	China	24081
EM-14095	5919 Trussville Crossings Pkwy	Gold Coast	Queensland	Australia	24084
BO-11350	9248 Parkway East	New York City	New York	United States	24087
DM-3015	1972 Hwy 431	Bordeaux	Aquitaine	France	24090
DD-13570	10675 Hwy 5	Rochester	New York	United States	24093
KN-16705	2041 Douglas Avenue	Durres	Durrës	Albania	24096
HM-14980	5100 Hwy 31	Frankfurt	Hesse	Germany	24099
FM-4215	1916 Center Point Rd	Shanghai	Shanghai	China	24102
JO-15145	1950 W Main St	Kunming	Yunnan	China	24105
TC-11535	16077 Highway 280	Puebla	Puebla	Mexico	24108
JK-15205	1415 7Th Street South	Wellington	Wellington	New Zealand	24111
DA-3450	626 Olive Street Sw	Anqing	Anhui	China	24114
DB-12910	27520 Hwy 98	Ho Chi Minh City	Ho Chí Minh City	Vietnam	24117
EH-4005	2800 Spring Avn SW	Dar es Salaam	Dar Es Salaam	Tanzania	24120
DN-13690	969 Us Hwy 80 West	Victoria	Tamaulipas	Mexico	24123
AS-10135	3300 South Oates Street	Delhi	Delhi	India	24126
MC-18130	4310 Montgomery Hwy	Anshan	Liaoning	China	24129
MM-18280	600 Boll Weevil Circle	San Gabriel	California	United States	24132
RL-9615	3176 South Eufaula Avenue	Copiapó	Atacama	Chile	24135
MA-7560	7100 Aaron Aronov Drive	Cincinnati	Ohio	United States	24138
HG-4845	10040 County Road 48	Ensenada	Baja California	Mexico	24141
PB-8805	3186 Hwy 171 North	Camagüey	Camagüey	Cuba	24144
RW-19630	3100 Hough Rd	La Romana	La Romana	Dominican Republic	24147
BT-11440	2200 South Mckenzie St	Fort-de-France	Martinique	Martinique	24150
JC-5385	2001 Glenn Bldv Sw	Dudley	England	United Kingdom	24153
HR-4770	340 East Meighan Blvd	Kingswood	England	United Kingdom	24156
DB-3615	890 Odum Road	Adelaide	South Australia	Australia	24159
JK-6120	1608 W Magnolia Ave	London	England	United Kingdom	24162
SW-20455	501 Willow Lane	Trier	Rhineland-Palatinate	Germany	24165
GH-4425	170 Fort Morgan Road	Leeds	England	United Kingdom	24168
GB-4575	11697 US Hwy 431	Luoyang	Guangdong	China	24171
PA-19060	42417 Hwy 195	Petrópolis	Rio de Janeiro	Brazil	24174
CA-2775	1706 Military Street South	Vantaa	Uusimaa	Finland	24177
CV-12295	1201 Hwy 31 NW	Watertown	New York	United States	24180
PO-9180	209 Lakeshore Parkway	Taipei	Taipei City	Taiwan	24183
NC-18535	2780 John Hawkins Pkwy	Seattle	Washington	United States	24186
GZ-4470	5335 Hwy 280 South	Noisy-le-Grand	Ile-de-France	France	24189
AM-360	1007 Red Farmer Drive	Homs	Hims	Syria	24192
AA-480	2900 S Mem PkwyDrake Ave	Liaoyang	Liaoning	China	24195
TB-21595	11610 Memorial Pkwy South	Fayetteville	North Carolina	United States	24198
KH-16630	2200 Sparkman Drive	Taupo	Waikato	New Zealand	24201
TS-21655	330 Sutton Rd	Araguaína	Tocantins	Brazil	24204
CD-11980	6140A Univ Drive	Bangkok	Bangkok	Thailand	24207
DB-13360	4206 N College Ave	Denpasar	Bali	Indonesia	24210
SK-9990	1625 Pelham South	New York City	New York	United States	24213
PT-19090	1801 Hwy 78 East	Pretoria	Gauteng	South Africa	24216
EH-13990	8551 Whitfield Ave	Mexico City	Distrito Federal	Mexico	24219
ME-17725	8650 Madison Blvd	Gold Coast	Queensland	Australia	24222
ZD-21925	145 Kelley Blvd	Toulon	Provence-Alpes-Côte d'Azur	France	24225
MW-8235	1970 S University Blvd	Pune	Maharashtra	India	24228
BP-11050	6350 Cottage Hill Road	Tucson	Arizona	United States	24231
RC-19960	101 South Beltline Highway	Miami	Florida	United States	24234
PN-8775	2500 Dawes Road	Goyang	Gyeonggi	South Korea	24237
CB-12535	5245 Rangeline Service Rd	Kalyan	Maharashtra	India	24240
LR-7035	685 Schillinger Rd	Mejicanos	San Salvador	El Salvador	24243
JG-5160	3371 S Alabama Ave	Sydney	New South Wales	Australia	24246
SC-10845	10710 Chantilly Pkwy	Kendari	Sulawesi Tenggara	Indonesia	24249
DK-13225	3801 Eastern Blvd	Casablanca	Grand Casablanca	Morocco	24252
CG-2520	6495 Atlanta Hwy	Khulna	Khulna	Bangladesh	24255
RS-19870	851 Ann St	Medan	Sumatera Utara	Indonesia	24258
DK-2835	15445 Highway 24	Avadi	Tamil Nadu	India	24261
CM-2385	517 West Avalon Ave	Semarang	Jawa Tengah	Indonesia	24264
JE-5745	5710 Mcfarland Blvd	Stuttgart	Baden-Württemberg	Germany	24267
CA-1965	2453 2Nd Avenue East	Hamilton	Waikato	New Zealand	24270
Dl-3600	2900 Pepperrell Pkwy	Kinshasa	Kinshasa	Democratic Republic of the Congo	24273
DL-2865	92 Plaza Lane	Lyon	Rhône-Alpes	France	24276
CM-2445	1537 Hwy 231 South	Lille	Nord-Pas-de-Calais	France	24279
DB-13270	2181 Pelham Pkwy	Chelyabinsk	Chelyabinsk	Russia	24282
EB-4110	165 Vaughan Ln	Zhanjiang	Guangdong	China	24285
BD-11620	969 Us Hwy 80 West	Marseille	Provence-Alpes-Côte d'Azur	France	24288
MN-7935	3300 South Oates Street	Santo Domingo	Santo Domingo	Dominican Republic	24291
DB-2910	4310 Montgomery Hwy	Greenville	North Carolina	United States	24294
LH-7155	600 Boll Weevil Circle	Mejicanos	San Salvador	El Salvador	24297
JS-5940	3176 South Eufaula Avenue	Jakarta	Jakarta	Indonesia	24300
GH-4410	7100 Aaron Aronov Drive	Berlin	Berlin	Germany	24303
SC-10380	10040 County Road 48	Yueyang	Hunan	China	24306
SL-10155	3186 Hwy 171 North	Pueblo	Colorado	United States	24309
EK-3795	3100 Hough Rd	Tijuana	Baja California	Mexico	24312
PH-8790	2200 South Mckenzie St	Surabaya	Jawa Timur	Indonesia	24315
HD-4785	2001 Glenn Bldv Sw	Algiers	Alger	Algeria	24318
CM-2190	340 East Meighan Blvd	Townsville	Queensland	Australia	24321
AR-570	890 Odum Road	Pretoria	Gauteng	South Africa	24324
BT-1305	1608 W Magnolia Ave	Melbourne	Victoria	Australia	24327
MH-7785	501 Willow Lane	Reutlingen	Baden-Württemberg	Germany	24330
SC-10260	170 Fort Morgan Road	Canberra	Australian Capital Territory	Australia	24333
LW-7125	11697 US Hwy 431	Soyapango	San Salvador	El Salvador	24336
SM-10905	42417 Hwy 195	Arras	Nord-Pas-de-Calais	France	24339
TT-21265	1706 Military Street South	Townsville	Queensland	Australia	24342
EJ-3720	1201 Hwy 31 NW	Matsudo	Chiba	Japan	24345
RS-9765	209 Lakeshore Parkway	Kuala Lumpur	Kuala Lumpur	Malaysia	24348
EM-4095	2780 John Hawkins Pkwy	Bayamo	Granma	Cuba	24351
AJ-10960	5335 Hwy 280 South	Reynosa	Tamaulipas	Mexico	24354
BD-1770	1007 Red Farmer Drive	Chester	England	United Kingdom	24357
BE-1410	2900 S Mem PkwyDrake Ave	Rostock	Mecklenburg-Vorpommern	Germany	24360
KC-6255	11610 Memorial Pkwy South	San Luis	San Luis	Argentina	24363
DV-3045	2200 Sparkman Drive	Namur	Namur	Belgium	24366
JD-5895	330 Sutton Rd	Aachen	North Rhine-Westphalia	Germany	24369
JM-5865	6140A Univ Drive	Jakarta	Jakarta	Indonesia	24372
JK-5205	4206 N College Ave	Boulogne-Billancourt	Ile-de-France	France	24375
CL-2700	1625 Pelham South	Melbourne	Victoria	Australia	24378
GG-4650	1801 Hwy 78 East	Ballarat	Victoria	Australia	24381
LS-6945	8551 Whitfield Ave	Gold Coast	Queensland	Australia	24384
JL-5850	8650 Madison Blvd	Vienna	Vienna	Austria	24387
VP-11760	145 Kelley Blvd	Rasht	Gilan	Iran	24390
NF-8595	1970 S University Blvd	Columbia	Maryland	United States	24393
LE-16810	6350 Cottage Hill Road	Paris	Ile-de-France	France	24396
JJ-5445	101 South Beltline Highway	Oyonnax	Rhône-Alpes	France	24399
CS-2130	2500 Dawes Road	New York City	New York	United States	24402
BM-1575	5245 Rangeline Service Rd	Managua	Managua	Nicaragua	24405
AC-615	685 Schillinger Rd	Lowell	Massachusetts	United States	24408
HG-5025	3371 S Alabama Ave	Los Angeles	California	United States	24411
TB-11400	10710 Chantilly Pkwy	Grajaú	Maranhão	Brazil	24414
RB-9330	3801 Eastern Blvd	Barcelona	Catalonia	Spain	24417
JP-5460	6495 Atlanta Hwy	Luoyang	Fujian	China	24420
JL-5175	851 Ann St	Koshigaya	Saitama	Japan	24423
AA-315	15445 Highway 24	Beirut	Beirut	Lebanon	24426
TS-11370	517 West Avalon Ave	Wollongong	New South Wales	Australia	24429
SS-10140	5710 Mcfarland Blvd	Sydney	New South Wales	Australia	24432
DP-3000	2453 2Nd Avenue East	Jixi	Heilongjiang	China	24435
JS-5685	2900 Pepperrell Pkwy	Huelva	Andalusía	Spain	24438
PW-19240	92 Plaza Lane	Luoyang	Fujian	China	24441
NW-8400	1537 Hwy 231 South	Alexandria	Al Iskandariyah	Egypt	24444
TS-11340	2181 Pelham Pkwy	Geelong	Victoria	Australia	24447
JH-5985	165 Vaughan Ln	Hefei	Anhui	China	24450
NG-8355	3700 Hwy 280-431 N	Louisville	Kentucky	United States	24453
FP-14320	1903 Cobbs Ford Rd	Valenzuela	National Capital	Philippines	24456
SH-20395	4180 Us Hwy 431	Los Angeles	California	United States	24459
JP-16135	13675 Hwy 43	Thanjavur	Tamil Nadu	India	24462
JM-5250	1095 Industrial Pkwy	San Luis Potosí	San Luis Potosí	Mexico	24465
MA-7995	24833 Johnt Reidprkw	Tegal	Jawa Tengah	Indonesia	24468
DR-2940	1501 Hwy 14 East	Los Angeles	California	United States	24471
BF-1020	7855 Moffett Rd	Rome	Lazio	Italy	24474
CS-2400	150 Springville Station Blvd	Phnom Penh	Phnom Penh	Cambodia	24477
JM-15535	690 Hwy 78	Gold Coast	Queensland	Australia	24480
JS-15940	41301 US Hwy 280	Kitchener	Ontario	Canada	24483
AF-870	214 Haynes Street	Melbourne	Victoria	Australia	24486
NP-8670	1300 Gilmer Ave	Seattle	Washington	United States	24489
SU-10665	34301 Hwy 43	Sevran	Ile-de-France	France	24492
RD-9585	1420 Us 231 South	Hastings	England	United Kingdom	24495
TP-21565	1501 Skyland Blvd E	Halmstad	Halland	Sweden	24498
LA-6780	3501 20th Av	Amstelveen	North Holland	Netherlands	24501
LH-7020	1300 Montgomery Highway	Portici	Campania	Italy	24504
JE-5475	4538 Us Hwy 231	Toledo	Ohio	United States	24507
ES-4080	2575 Us Hwy 43	Sparks	Nevada	United States	24510
EM-4140	4180 Us Hwy 431	Khulna	Khulna	Bangladesh	24513
DS-13030	13675 Hwy 43	Roswell	Georgia	United States	24516
ZD-11925	1095 Industrial Pkwy	Murray Bridge	South Australia	Australia	24519
JO-5550	24833 Johnt Reidprkw	Tengzhou	Shandong	China	24522
TB-11595	1501 Hwy 14 East	Bagneux	Ile-de-France	France	24525
GM-4500	7855 Moffett Rd	Duisburg	North Rhine-Westphalia	Germany	24528
DD-3570	150 Springville Station Blvd	Balikpapan	Kalimantan Timur	Indonesia	24531
FH-4365	690 Hwy 78	Bhatinda	Punjab	India	24534
MK-18160	41301 US Hwy 280	Bandung	Jawa Barat	Indonesia	24537
NM-8445	214 Haynes Street	Poza Rica de Hidalgo	Veracruz	Mexico	24540
JF-5355	1300 Gilmer Ave	Le Petit-Quevilly	Upper Normandy	France	24543
BF-975	34301 Hwy 43	Colmar	Alsace	France	24546
SS-20875	1420 Us 231 South	Bekasi	Jawa Barat	Indonesia	24549
PF-9165	1501 Skyland Blvd E	Madrid	Madrid	Spain	24552
SV-10365	3501 20th Av	Rome	Lazio	Italy	24555
BB-10990	1300 Montgomery Highway	Clichy-sous-Bois	Ile-de-France	France	24558
PW-9240	4538 Us Hwy 231	La Seyne-sur-Mer	Provence-Alpes-Côte d'Azur	France	24561
JF-15490	2575 Us Hwy 43	Antipolo	Calabarzon	Philippines	24564
CW-1905	301 Massachusetts Ave	Luoyang	Guangdong	China	24567
LC-7140	780 Lynnway	Creil	Picardy	France	24570
HK-4890	70 Pleasant Valley Street	Curitiba	Parana	Brazil	24573
BT-1440	830 Curran Memorial Hwy	Sale	Rabat-Salé-Zemmour-Zaer	Morocco	24576
RD-19810	1470 S Washington St	Albury	New South Wales	Australia	24579
KL-6645	506 State Road	Kutahya	Kutahya	Turkey	24582
VG-11805	742 Main Street	Seattle	Washington	United States	24585
PF-9225	72 Main St	Daqing	Heilongjiang	China	24588
AB-15	200 Otis Street	Waynesboro	Virginia	United States	24591
LW-6990	180 North King Street	Yaounde	Centre	Cameroon	24594
PS-8970	555 East Main St	Chicago	Illinois	United States	24597
LW-17125	555 Hubbard Ave-Suite 12	Elx	Valenciana	Spain	24600
MC-7590	300 Colony Place	Vienna	Vienna	Austria	24603
JO-15550	301 Falls Blvd	Rockhampton	Queensland	Australia	24606
SJ-10125	36 Paramount Drive	Cranston	Rhode Island	United States	24609
SS-20515	450 Highland Ave	Brisbane	Queensland	Australia	24612
RB-19645	1180 Fall River Avenue	Accra	Greater Accra	Ghana	24615
BP-1050	1105 Boston Road	Conselheiro Lafaiete	Minas Gerais	Brazil	24618
PG-8895	100 Charlton Road	Jiangdu	Jiangsu	China	24621
RM-19750	262 Swansea Mall Dr	Mackay	Queensland	Australia	24624
KM-6225	333 Main Street	Kinshasa	Kinshasa	Democratic Republic of the Congo	24627
AH-120	550 Providence Hwy	Cochabamba	Cochabamba	Bolivia	24630
BM-1785	352 Palmer Road	Puebla	Puebla	Mexico	24633
NR-8550	3005 Cranberry Hwy Rt 6 28	Wolverhampton	England	United Kingdom	24636
EB-14170	250 Rt 59	Hamburg	Hamburg	Germany	24639
PB-19150	141 Washington Ave Extension	Tegucigalpa	Francisco Morazán	Honduras	24642
TP-11130	13858 Rt 31 W	Guangzhou	Guangdong	China	24645
KN-6450	2055 Niagara Falls Blvd	San Francisco	California	United States	24648
RD-9720	101 Sanford Farm Shpg Center	Mumbai	Maharashtra	India	24651
RS-9870	297 Grant Avenue	Stuttgart	Baden-Württemberg	Germany	24654
EB-3840	4133 Veterans Memorial Drive	Himeji	Hyogo	Japan	24657
